"x"
-3,17240932414805
-3,26488128426089
-3,0350050807804
-3,00628825302682
-3,37165900183064
-3,14136709378751
-3,13518894876868
-3,0726165222082
-3,171031944041
-3,15027819177385
-3,16558719676006
-2,93781075996972
-3,13101328874097
-3,14261154613692
-3,15098386680667
-3,29636725598778
-3,2193643691497
-3,06918243532154
-3,13917680416991
-3,09467361544411
-2,10743049862067
-1,89830170859472
-1,81773435976905
-1,76783519591072
-1,87336885338934
-1,85191801625577
-1,60540068278546
-1,97773050091929
-2,03214060105352
-1,91826976500701
-2,04663832300141
-1,91371296140781
-2,20119371557778
-1,82322925162486
-2,08375906502147
-1,86550342386736
-1,88655533546443
-1,96140153569292
-2,07855705831742
-2,16848976372808
-3,14029612796448
-1,94941410312911
0,221734768625003
0,119420780227055
0,291796715520793
-0,011126489071387
0,104943412621723
0,161773430303436
-0,0631976158672888
-0,291284351796445
-0,0740067951356218
0,0408327776542248
-0,285537232121118
0,200803762512937
-0,139632565806135
0,178668065169254
0,114617159525423
-0,145701507856382
0,260243673030058
-0,0239358516689806
0,201703015301201
-0,0981743780940806
0,186143098703486
0,148919643806881
0,319958079549254
-0,0347859212154393
0,125055226772502
0,414068594492014
0,324821815925297
-0,249949251251142
-0,0515288339212989
0,180863719882771
-0,175194150811346
0,244252808170557
0,110074078830616
0,451849011898235
-0,0540436552570801
0,0466565274603619
0,0653568593851618
0,0186573227891255
0,119992941205834
-0,0452599108947043
0,0646933667352182
0,130559980315868
0,190123977439121
0,152468362583802
0,185617289533753
0,195565394552754
0,0451885273418813
0,232032460330994
0,198326036864589
0,287117090247843
0,244238572422881
0,311281498417541
0,159578269606022
0,103856902564247
0,306569365779116
0,0917923613214153
0,168661338994063
0,190094912386159
0,202259286545017
0,214402435904448
0,30352126568426
0,29493122734418
0,143443671880379
0,332220012914683
0,236106978010791
0,124369432705415
0,187187808434373
0,199409491927049
0,199839174002213
0,18604641045839
0,157297922490815
0,207330673350824
0,183970251803197
0,254693405132472
0,136972174482725
0,10371809185639
0,151421574822456
0,249253798775152
0,20195220874068
0,160391204815766
0,249447117281454
0,0790886903695819
0,199920152488292
0,186224478809372
0,741343236933403
0,459449954703453
0,367379795970801
0,333850108401295
0,0834421039291925
0,0726326765645894
0,17608503360827
0,188109169156862
0,045531535261208
0,0411555201254993
0,05194756565581
0,0537521382921091
0,0369074257017619
0,0470174156727618
0,0471709869445765
0,0512567878143836
0,0449528341251368
0,047396915407956
0,0458287623417799
0,0565350681108915
0,0482373842759432
0,0453111198986578
0,0452680046801478
0,0392856031020885
0,0439389957049421
0,0518705214043741
0,0477528159490418
0,0501061250303562
0,126605652543026
0,16044904606362
0,17342747830165
0,17558786025597
0,159642938106765
0,171111358649881
0,223174527067517
0,143924470999127
0,135614640027808
0,154066339446842
0,134847267532994
0,158295875344571
0,115538901324963
0,177685460916459
0,128463521537854
0,164860220658382
0,157995453703455
0,145517235933322
0,132016366758133
0,117247793423166
0,482686473866807
-0,0811000905930946
0,00714040257625711
-0,000495178239860403
-0,000495178239860403
0,00541143597916135
0,0317467612374766
0,0162934160543123
0,0162934160543123
0,0362988946987379
0,17608503360827
0,091357166643295
0
0,160741466386091
0,0834421039291925
-0,00584899002070415
0
0,0705739061037339
