"x"
-2,32951445071492
-1,83105586895261
-1,87952976694248
-2,11548285631603
-2,15705660183722
-2,04999297705907
-2,14169956208331
-2,04012661316388
-2,29937098342274
-2,10456232817143
-1,96935321715474
-2,13737477149987
-2,25079615976987
-2,11253179890268
-2,01343627158263
-2,29798442015345
-2,09029758790556
-2,1004391705848
-2,26537937012705
-1,98322254787006
-2,43297196110963
-2,31570888965477
-2,19544376584342
-2,25340156183054
-2,0877025695197
-2,08738978034808
-2,17668447893976
-1,73866851211726
-1,94198415428087
-2,36354326347766
-2,29724174103082
-2,26966708299853
-1,48581085209819
-2,23271927620675
-2,0283356988356
-1,90294365141539
-1,81472791655678
-2,07863983821939
-2,30734558161111
-2,08188196477349
-2,11334643878318
-2,1235504005457
-0,374517675666825
-0,0657642703369044
-0,158439059168428
-0,216648610791962
-0,175138675696372
-0,272977113827354
-0,192655185270127
-0,108402212358521
-0,260138001381214
-0,25073660718411
-0,195318343207993
-0,185378166619811
-0,372870794829704
-0,0964162180800946
-0,11379371027338
-0,275240261643477
-0,169040685060633
-0,137156379168163
-0,196379773626492
-0,134342533566077
-0,230238822819427
0,141260613783159
0,096104515785955
-0,0167683052882464
-0,041501609769914
0,0301109633097856
0,00247466141191507
0,0789012464108405
-0,000407558052860963
-0,0695105961960706
0,0225090750153902
-0,169529216150908
0,120072109158819
-0,066330604807732
-0,0489650186160462
-0,00908661642526003
0,154693819884032
-0,168574039691505
-0,286491545303775
-0,233105862766423
-0,198456915752476
-0,0533945037970293
0,0752636241670178
0,174492195898335
0,099742648876654
0,14119143764827
0,252132997093848
0,198889856802991
0,257023885374518
0,157312922752939
0,159818218987878
0,201293097505327
0,088934201708145
0,212348464260211
0,19079836900457
0,188550610143286
0,121568302675693
0,231580232373308
0,192984863280658
0,111755703597093
0,0847130261601656
0,094090590568903
0,263627218020405
0,300706942843023
0,281220713277598
0,252651035241539
0,388548757526658
0,328484968990417
0,346332077814891
0,363830392632022
0,307914176145947
0,317906546801937
0,214293663841977
0,405030228189187
0,325836322233227
0,326993681229605
0,232703391847407
0,416186130636261
0,327198527142986
0,285532430499956
0,247777176867436
0,260153151710295
0,155553139244304
0,297057549297981
0,526634460260868
0,778413981501549
0,306416024446422
0,558696348744746
0,0688778504138456
0,0705536982073895
0,105801889613273
0,16076289658307
0,101693128625482
0,168967397560365
0,158585158727627
0,124840025315053
0,121340057231634
0,13436891403034
0,123962564867804
0,133757550337865
0,104421252755966
0,127193629786638
0,144016907961602
0,122005285298488
0,109981748813506
0,12780593819054
0,138379837715332
0,105614143956201
0,129659820119745
0,125746371708847
0,106989812672204
0,142144216652892
0,103278221954294
0,11694702298749
0,128243830467133
0,121270078903493
0,155829458823042
0,145454586911231
0,13365344749156
0,214891608784455
0,165947628639231
0,113373732320109
0,118100193852997
0,129624966257506
0,275290403322747
0,133133744986719
0,14921718397699
0,185939095699714
0,191248595214663
0,151190614204797
0,121443968201584
0,140797409624778
0,053268920521736
0,556827963003097
0,00486758015268487
0,00273687296659843
0,00273687296659843
0,00512391668429634
0,0115384166685091
0,00088031842139358
0,00088031842139358
0,026847845638992
0,105801889613273
0,0081332007658622
0
0,15599209707362
0,0688778504138456
0,0394387563729866
0
0,0560229857865955
