"x"
0,128998101052658
0,565247501098412
0,633863765118584
0,754947970710757
0,348452342997202
0,990279560238635
0,515272943149996
0,399450468436464
0,594461238721714
0,601136601434411
0,610862666580448
0,56924047971057
0,802717838536186
0,20558257323897
0,567505978965228
1,25798675725478
0,205330407442241
0,583057838413726
0,787474133132635
1,43744770636247
0,246745165081526
0,287188127658433
0,353513698496621
0,294761895333123
0,347911657058404
0,322768238749413
0,336491325284288
0,31502109341179
0,348394027529558
0,317528316179825
0,264791547219654
0,296810994426795
0,276286583158885
0,250465944996485
0,250536725231957
0,27987541328588
0,232333840361538
0,356931307998309
0,320669092308695
0,348622403684475
0,107698659557566
0,15569002635391
0,000758493745404841
0,000499779133281358
0,000589808599099533
0,000325318043130993
0,000370215045606082
0,000930218824085369
9,26397548168427e-05
5,58183891620444e-05
0,00157396295976769
0,000269139392105304
0,000539035691025686
0,00331732462059345
0,000673609481060547
0,00110176610056922
0,00131068227369036
0,0127687430115133
9,86276108704556e-05
0,000392375350664354
0,00133889539716037
0,0125471286449973
5,50177810461872e-05
0,000194957713559844
0,00166629080546337
0,000326954140824627
0,00291962723894257
0,000621057953366453
0,000325272339293383
0,000361153743262999
0,000721635807412926
0,000289192753245025
9,12472470955777e-05
0,000315606260303204
0,00010956003019451
8,34635894422981e-05
9,76712648204275e-05
7,04301010449656e-05
4,39577900071723e-05
0,000483358042789306
0,000380878533020723
0,00310015457076728
0,00117912918388559
0,000993592793936259
0,000256129776259797
0,00072575959385364
0,000642945605728534
0,000731711977581909
0,000409169173576556
0,00118402133476562
0,000493112232957989
0,000124388792658497
0,00073062137378382
0,000754187701178183
0,000704639554517923
0,00103686695460079
0,000810569994160707
0,000936301993323325
0,000881388232735118
0,000863395467315819
8,62188858504974e-05
0,000834301907456703
0,000935602583952585
0,00195517492012839
0,000613355381576598
0,000772022722828999
0,000933580547585176
0,00077575525455175
0,00111656840145022
0,000814103405224731
0,00057716715740383
0,0006992421598598
0,000682546597385696
0,000709559215959986
0,000773678249168251
0,000835018024655048
0,000746616235433874
0,00058063497774841
0,000728068998451577
0,000617588821094509
0,000483891545642984
0,000906207051977474
0,000930888298244158
0,00101957473420636
0,00037748208208899
0,000257801927495231
0,00683072811564041
0,00990475292670607
0,0905825876223775
0,0290219705327559
0,000185899356491249
0,000147679478892497
0,000625201450595235
0,00047803044731523
0,000709082751916712
0,000451264960553958
0,000267524575400239
0,00056266175914275
0,000316786675961526
0,00365391809611922
0,000157412873920473
6,06728455434476e-05
0,00117305833436947
0,000445697777555389
0,000554258220140917
0,00403193646908923
0,00248633381863942
0,00199998416107642
0,00185507644846773
0,0644766900228501
0,000138226941978345
0,000367546305916125
0,00174898488750672
0,0198520305913988
2,77459674669339e-05
3,9073981341596e-05
8,79554228414711e-05
4,88469597331719e-05
8,36412273592143e-05
7,26541514087777e-05
6,59757085249245e-05
6,64133647234219e-05
8,87087358934928e-05
6,56248420694601e-05
3,69074663272142e-05
5,38004033596211e-05
4,36254357461369e-05
3,04675609069361e-05
3,11512862727445e-05
3,77781452877068e-05
2,53512836939596e-05
0,000130681750263009
8,46214182090069e-05
0,00011611979551362
0,0273229124625617
0,0396190117068243
6,3461115086113e-06
2,16658013221673e-06
2,16658013221673e-06
3,6710402750707e-06
6,63634577195724e-05
2,54522773225756e-05
2,54522773225756e-05
4,34060882847474e-05
0,000625201450595235
0,000758657093843796
0
0,000451348380483904
0,000185899356491249
0,00024469454144445
0
0,000153352031265015
